Date,"Bayer
Close Price","BMW
Close Price","Siemens
Close Price"
2015/11/4,121.4,92.45,92.25
2015/11/3,122.45,93.57,92.27
2015/11/2,122.6,94.36,92.39
2015/10/30,121.35,93.36,91.5
2015/10/29,121.05,93.34,91.23
2015/10/28,118.6,92.97,90.93
2015/10/27,116.05,92.38,89.23
2015/10/26,116.35,92.91,89.7
2015/10/23,116.4,93.29,90.02
2015/10/22,111.65,90.35,86.77
2015/10/21,109.8,88,84.86
2015/10/20,110.15,87.28,83.83
2015/10/19,110.8,87.69,84.28
2015/10/16,109.95,86.74,84.05
2015/10/15,109.05,87.01,84.55
2015/10/14,108,86.74,83.71
2015/10/13,109.5,88.11,85.12
2015/10/12,111.15,89.25,86.03
2015/10/9,111.35,87.8,85.99
2015/10/8,112,86.2,84.99
2015/10/7,114.05,85.74,84.61
2015/10/6,116.15,82.22,82.68
2015/10/5,116.3,81.17,81.46
2015/10/2,113.15,78.21,79.15
2015/10/1,112.65,78.33,79.03
2015/9/30,114.45,79.22,79.94
2015/9/29,112.55,76.37,79
2015/9/28,113.6,76.59,78.62
2015/9/25,116.65,78.89,80
2015/9/24,113.1,75.68,78.59
2015/9/23,114.6,79.79,80.33
2015/9/22,114.2,79.32,80.18
2015/9/21,118.15,84.4,82.53
2015/9/18,115.05,85.71,81.32
2015/9/17,119,88.26,85
2015/9/16,120.1,87.42,85.46
2015/9/15,119.55,87.23,85.06
2015/9/14,118.85,85.34,85.06
2015/9/11,118.9,85.53,85.47
2015/9/10,119.6,86.06,86.31
2015/9/9,120.7,85.54,86.96
2015/9/8,121,84.04,86.91
2015/9/7,119.5,80.94,86.25
2015/9/4,117.7,80.32,86.06
2015/9/3,122.65,82.16,88.54
2015/9/2,118.35,79.55,87.19
2015/9/1,117.05,80.1,86.84
2015/8/31,120.95,82.22,88.46
2015/8/28,121.5,82.94,88.72
2015/8/27,122.1,82.95,88.37
2015/8/26,116.9,80.62,86.49
2015/8/25,118.95,81.82,87.09
2015/8/24,112.35,76.93,84.09
2015/8/21,118.25,80.13,88.4
2015/8/20,122.8,82,90.49
2015/8/19,125.6,83.87,92.2
2015/8/18,129.25,85.87,94.73
2015/8/17,128.75,86.63,95.13
2015/8/14,128.95,86.15,95.46
2015/8/13,129.5,86.19,95.94
2015/8/12,127.2,86.09,95.18
2015/8/11,131.35,89.42,97.95
2015/8/10,134.65,93.4,100.9
2015/8/7,134.65,92.88,99.19
2015/8/6,136.75,92.18,100.2
2015/8/5,137.35,92.97,100.1
2015/8/4,134.85,90.88,98.61
2015/8/3,135.25,92.06,98.73
2015/7/31,134.3,91.3,97.44
2015/7/30,133.75,89.86,96.03
2015/7/29,135,89.48,92.48
2015/7/28,129.9,90.18,92.09
2015/7/27,127.35,89.08,91.34
2015/7/24,131,91.64,93.16
2015/7/23,132,93.69,94.1
2015/7/22,132.75,94.13,94.24
2015/7/21,132.8,95.14,95.16
2015/7/20,136.2,95.61,96.06
2015/7/17,136.95,95.58,95.38
2015/7/16,137.25,95.74,95.45
2015/7/15,136.05,93.55,94.02
2015/7/14,137.35,94.67,93.91
2015/7/13,136.05,94.97,93.77
2015/7/10,132.75,95.2,92.05
2015/7/9,127.3,93.99,90.01
2015/7/8,123.95,92.09,88.09
2015/7/7,121.5,93.9,87.08
2015/7/6,123.2,97.26,89.22
2015/7/3,125.85,98.9,90.52
2015/7/2,126.9,99.2,90.73
